Case 48 - P5 C13-43922-21112.jpg,Non-Tumor
Case 48 - P5 C13-35786-2519.jpg,Viable
Case 48 - P5 C13-36431-2977.jpg,Viable
Case 4 C48-24306-19063.jpg,Non-Tumor
Case 48 - P5 C14-50416-27346.jpg,Viable
Case 4 C52-26738-16962.jpg,Non-Tumor
Case 48 - P5 C13-40217-4387.jpg,Viable
Case 48 - P5 C14-52144-3660.jpg,Viable
Case 4 C52-21343-29072.jpg,Non-Tumor
Case 48 - P5 C13-36274-5595.jpg,Viable
Case 48 - P5 C13-56220-35584.jpg,Non-Tumor
Case 4 C48-33197-21550.jpg,Non-Tumor
Case 48 - P5 C13-42974-19458.jpg,Non-Tumor
Case 4 C48-22668-21127.jpg,Non-Tumor
Case 4 C52-29962-9726.jpg,Non-Tumor
Case 48 - P5 C13-45972-4022.jpg,Viable
Case 48 - P5 C14-55921-40389.jpg,Non-Tumor
Case 48 - P5 C14-59834-18325.jpg,Viable
Case 48 - P5 C14-50604-21283.jpg,Viable
Case 4 C52-20801-18450.jpg,Non-Tumor
Case 48 - P5 C13-48617-38748.jpg,viable: non-viable
Case 4 C52-32157-20231.jpg,Non-Tumor
Case 48 - P5 C14-44941-18452.jpg,Viable
Case 48 - P5 C13-42156-28960.jpg,Non-Tumor
Case 48 - P5 C13-46592-17295.jpg,Non-Viable-Tumor
Case 48 - P5 C13-64007-12122.jpg,Viable
Case 48 - P5 C13-47829-6226.jpg,Viable
Case 4 C52-20522-23796.jpg,Non-Tumor
Case 4 C48-31199-23583.jpg,Non-Tumor
Case 4 C48-30653-11701.jpg,Non-Tumor
Case 4 C48-18049-17102.jpg,Non-Tumor
Case 4 C52-25833-10809.jpg,Non-Tumor
Case 4 C48-25702-19790.jpg,Non-Tumor
Case 4 C52-35139-22514.jpg,Non-Tumor
Case 4 C52-29621-7946.jpg,Non-Tumor
Case 48 - P5 C14-54203-39127.jpg,Non-Tumor
Case 4 C48-20603-33127.jpg,Non-Tumor
Case 4 C52-19923-24025.jpg,Non-Tumor
Case 4 C48-18251-9611.jpg,Non-Tumor
Case 48 - P5 C14-54171-23668.jpg,Viable
Case 4 C52-25156-26369.jpg,Non-Tumor
Case 48 - P5 C14-59148-13815.jpg,Viable
Case 48 - P5 C14-56563-30345.jpg,Viable
Case 4 C52-29179-7955.jpg,Non-Tumor
Case 4 C52-31860-26250.jpg,Non-Tumor
Case 48 - P5 C13-47517-9280.jpg,Viable
Case 4 C52-21604-27567.jpg,Non-Tumor
Case 48 - P5 C13-41185-25631.jpg,Non-Tumor
Case 4 C52-26347-9834.jpg,Non-Tumor
Case 4 C48-25796-23436.jpg,Non-Tumor
