Case 48 - P5 C17-36719-14729.jpg,Viable
Case 48 - P5 C19-11220-21709.jpg,Non-Tumor
Case 48 - P5 C17-34283-5396.jpg,Viable
Case 48 - P5 C18-30468-34044.jpg,Non-Tumor
Case 48 - P5 C19-27056-17848.jpg,Viable
Case 48 - P5 C20-11443-19302.jpg,Non-Tumor
Case 48 - P5 C20-23915-20256.jpg,Viable
Case 48 - P5 C18-19933-18958.jpg,Viable
Case 48 - P5 C17-30525-29681.jpg,Non-Tumor
Case 48 - P5 C19-14308-25500.jpg,Non-Tumor
Case 48 - P5 C17-36927-11108.jpg,viable: non-viable
Case 48 - P5 C17-37699-30210.jpg,Non-Tumor
Case 48 - P5 C17-37966-9580.jpg,viable: non-viable
Case 48 - P5 C20-20964-23796.jpg,Viable
Case 48 - P5 C17-36804-20443.jpg,Viable
Case 48 - P5 C18-24383-21699.jpg,Viable
Case 48 - P5 C19-15367-19854.jpg,Viable
Case 48 - P5 C19-26094-27297.jpg,Non-Tumor
Case 48 - P5 C19-26506-10723.jpg,Viable
Case 48 - P5 C18-9652-19230.jpg,Non-Tumor
Case 48 - P5 C18-29063-22986.jpg,Viable
Case 48 - P5 C19-13067-24621.jpg,Non-Tumor
Case 48 - P5 C17-29896-20575.jpg,viable: non-viable
Case 48 - P5 C19-27826-27316.jpg,Non-Tumor
Case 48 - P5 C18-32596-23573.jpg,Viable
Case 48 - P5 C20-23452-15492.jpg,Viable
Case 48 - P5 C19-30501-31832.jpg,Non-Tumor
Case 48 - P5 C20-15162-19423.jpg,Viable
Case 48 - P5 C19-19015-27466.jpg,Non-Tumor
zannotated,Non-Tumor
Case 48 - P5 C18-23684-14239.jpg,viable: non-viable
Case 48 - P5 C17-29452-16131.jpg,Viable
Case 48 - P5 C17-35726-14827.jpg,viable: non-viable
Case 48 - P5 C19-26657-32338.jpg,Non-Tumor
Case 48 - P5 C19-28560-27834.jpg,Non-Tumor
Case 48 - P5 C18-28794-15036.jpg,viable: non-viable
Case 48 - P5 C17-27681-16299.jpg,Viable
Case 48 - P5 C19-14441-14866.jpg,Viable
Case 48 - P5 C18-23858-23029.jpg,viable: non-viable
Case 48 - P5 C18-15651-15050.jpg,Viable
Case 48 - P5 C18-22374-30391.jpg,Non-Tumor
Case 48 - P5 C19-28887-22427.jpg,Viable
Case 48 - P5 C17-37516-18051.jpg,Viable
Case 48 - P5 C18-15219-24510.jpg,Non-Tumor
Case 48 - P5 C20-12605-20018.jpg,Non-Tumor
Case 48 - P5 C17-7752-15521.jpg,Non-Tumor
Case 48 - P5 C18-17610-25605.jpg,Non-Tumor
Case 48 - P5 C19-30892-14643.jpg,Viable
Case 48 - P5 C19-26719-18659.jpg,Viable
Case 48 - P5 C18-20516-10701.jpg,Viable
Case 48 - P5 C18-29043-24256.jpg,Viable
