Case 4 C22-13293-17406.jpg,Non-Viable-Tumor
Case 4 C22-25541-21407.jpg,Viable
Case 4 C22-19399-25392.jpg,Non-Viable-Tumor
Case 4 C22-20420-19004.jpg,Viable
Case 4 C27-26950-6071.jpg,viable: non-viable
Case 4 C24-26202-34731.jpg,Non-Viable-Tumor
Case 4 C21-25396-25798.jpg,Non-Viable-Tumor
Case 4 C22-20288-31102.jpg,viable: non-viable
Case 4 C21-22035-24818.jpg,Non-Viable-Tumor
Case 4 C22-22350-18241.jpg,Viable
Case 4 C24-13844-15938.jpg,Non-Viable-Tumor
Case 4 C22-12113-23584.jpg,Non-Viable-Tumor
Case 4 C21-26326-8633.jpg,Viable
Case 4 C21-22607-7946.jpg,Viable
Case 4 C27-18794-30075.jpg,Non-Viable-Tumor
Case 4 C27-12979-14786.jpg,Non-Viable-Tumor
Case 4 C24-25985-25656.jpg,Non-Viable-Tumor
Case 4 C24-16355-22492.jpg,Non-Viable-Tumor
Case 4 C22-14852-25038.jpg,Non-Viable-Tumor
Case 4 C22-14193-24204.jpg,Non-Viable-Tumor
Case 4 C27-16512-14137.jpg,Viable
Case 4 C22-25642-6919.jpg,Viable
Case 4 C24-28865-8586.jpg,viable: non-viable
Case 4 C24-30007-11532.jpg,Viable
Case 4 C27-23395-17702.jpg,Viable
Case 4 C22-18690-17829.jpg,viable: non-viable
Case 4 C24-22210-6774.jpg,Non-Tumor
Case 4 C21-27726-37043.jpg,Non-Viable-Tumor
zannotated,Non-Tumor
Case 4 C21-29101-18901.jpg,Viable
Case 4 C21-20675-9095.jpg,Viable
Case 4 C27-27433-14234.jpg,Viable
Case 4 C21-25306-21689.jpg,Viable
Case 4 C22-25017-13207.jpg,Viable
Case 4 C24-27750-16066.jpg,Viable
Case 4 C24-26502-13028.jpg,Viable
Case 4 C22-21902-8062.jpg,Viable
Case 4 C24-28082-3132.jpg,Non-Viable-Tumor
Case 4 C27-16245-18671.jpg,Non-Viable-Tumor
Case 4 C27-27896-8735.jpg,Non-Viable-Tumor
Case 4 C27-12292-22142.jpg,Non-Viable-Tumor
Case 4 C27-26960-35733.jpg,viable: non-viable
Case 4 C21-23743-36254.jpg,Non-Viable-Tumor
Case 4 C21-28314-22979.jpg,Viable
Case 4 C24-20641-21743.jpg,Non-Viable-Tumor
Case 4 C27-11262-18851.jpg,Non-Viable-Tumor
Case 4 C27-25232-22735.jpg,Viable
Case 4 C24-21905-23241.jpg,Non-Viable-Tumor
Case 4 C24-23753-20581.jpg,Viable
Case 4 C22-19841-14408.jpg,viable: non-viable
Case 4 C24-21495-20987.jpg,Viable
