Case 48 - P5 C19-51505-17925.jpg,Viable
Case 48 - P5 C20-46837-16405.jpg,Viable
Case 48 - P5 C19-41884-18067.jpg,Viable
Case 48 - P5 C21-48446-3802.jpg,Viable
Case 48 - P5 C19-51520-22044.jpg,Viable
Case 48 - P5 C20-47763-12780.jpg,Viable
Case 48 - P5 C18-37612-15623.jpg,Viable
Case 48 - P5 C20-44108-28521.jpg,Non-Tumor
Case 48 - P5 C21-45322-31087.jpg,Non-Tumor
Case 48 - P5 C20-53379-18032.jpg,Viable
Case 48 - P5 C20-51615-14123.jpg,Viable
Case 48 - P5 C21-40591-33043.jpg,Non-Tumor
Case 48 - P5 C18-51418-18002.jpg,Viable
Case 48 - P5 C19-36599-9672.jpg,Viable
Case 48 - P5 C18-43324-24367.jpg,Viable
Case 48 - P5 C21-43325-2248.jpg,Viable
Case 48 - P5 C18-47653-31606.jpg,Viable
Case 48 - P5 C20-39704-11268.jpg,Viable
Case 48 - P5 C20-52983-12499.jpg,Viable
Case 48 - P5 C20-36537-9437.jpg,Viable
Case 48 - P5 C19-40702-20386.jpg,Viable
Case 48 - P5 C18-51237-22363.jpg,Viable
Case 48 - P5 C18-42373-6994.jpg,Viable
Case 48 - P5 C21-46692-23838.jpg,Viable
Case 48 - P5 C18-40902-9870.jpg,Viable
Case 48 - P5 C20-34597-27525.jpg,Viable
Case 48 - P5 C18-37200-16213.jpg,Viable
Case 48 - P5 C19-40049-22382.jpg,Viable
Case 48 - P5 C21-50643-22090.jpg,Viable
Case 48 - P5 C20-52344-15596.jpg,Viable
Case 48 - P5 C19-31868-8754.jpg,Viable
Case 48 - P5 C18-46136-24608.jpg,Viable
Case 48 - P5 C19-36772-18960.jpg,Viable
Case 48 - P5 C20-54244-17885.jpg,Viable
Case 48 - P5 C21-45348-15985.jpg,Viable
Case 48 - P5 C21-41788-27797.jpg,Viable
Case 48 - P5 C19-47082-29959.jpg,Non-Tumor
Case 48 - P5 C19-53087-27856.jpg,Non-Tumor
Case 48 - P5 C20-45622-14695.jpg,Viable
Case 48 - P5 C20-51201-13842.jpg,Viable
Case 48 - P5 C19-48632-11190.jpg,Viable
Case 48 - P5 C18-42513-34016.jpg,Non-Tumor
Case 48 - P5 C20-37287-24574.jpg,Viable
Case 48 - P5 C19-31003-6587.jpg,Viable
Case 48 - P5 C21-46100-29884.jpg,Non-Tumor
Case 48 - P5 C19-43378-18456.jpg,Viable
Case 48 - P5 C21-45909-8019.jpg,Viable
Case 48 - P5 C19-37421-11802.jpg,Viable
Case 48 - P5 C19-43954-23941.jpg,Viable
Case 48 - P5 C21-40791-19023.jpg,Viable
Case 48 - P5 C19-51505-17925.jpg,Viable
Case 48 - P5 C20-46837-16405.jpg,Viable
Case 48 - P5 C19-41884-18067.jpg,Viable
Case 48 - P5 C21-48446-3802.jpg,Viable
Case 48 - P5 C19-51520-22044.jpg,Viable
Case 48 - P5 C20-47763-12780.jpg,Viable
Case 48 - P5 C18-37612-15623.jpg,Viable
Case 48 - P5 C20-44108-28521.jpg,Non-Tumor
Case 48 - P5 C21-45322-31087.jpg,Non-Tumor
Case 48 - P5 C20-53379-18032.jpg,Viable
Case 48 - P5 C20-51615-14123.jpg,Viable
Case 48 - P5 C21-40591-33043.jpg,Non-Tumor
Case 48 - P5 C18-51418-18002.jpg,Viable
Case 48 - P5 C19-36599-9672.jpg,Viable
Case 48 - P5 C18-43324-24367.jpg,Viable
Case 48 - P5 C21-43325-2248.jpg,Viable
Case 48 - P5 C18-47653-31606.jpg,Viable
Case 48 - P5 C20-39704-11268.jpg,Viable
Case 48 - P5 C20-52983-12499.jpg,Viable
Case 48 - P5 C20-36537-9437.jpg,Viable
Case 48 - P5 C19-40702-20386.jpg,Viable
Case 48 - P5 C18-51237-22363.jpg,Viable
Case 48 - P5 C18-42373-6994.jpg,Viable
Case 48 - P5 C21-46692-23838.jpg,Viable
Case 48 - P5 C18-40902-9870.jpg,Viable
Case 48 - P5 C20-34597-27525.jpg,Viable
Case 48 - P5 C18-37200-16213.jpg,Viable
Case 48 - P5 C19-40049-22382.jpg,Viable
Case 48 - P5 C21-50643-22090.jpg,Viable
Case 48 - P5 C20-52344-15596.jpg,Viable
Case 48 - P5 C19-31868-8754.jpg,Viable
Case 48 - P5 C18-46136-24608.jpg,Viable
Case 48 - P5 C19-36772-18960.jpg,Viable
Case 48 - P5 C20-54244-17885.jpg,Viable
Case 48 - P5 C21-45348-15985.jpg,Viable
Case 48 - P5 C21-41788-27797.jpg,Viable
Case 48 - P5 C19-47082-29959.jpg,Non-Tumor
Case 48 - P5 C19-53087-27856.jpg,Non-Tumor
Case 48 - P5 C20-45622-14695.jpg,Viable
Case 48 - P5 C20-51201-13842.jpg,Viable
Case 48 - P5 C19-48632-11190.jpg,Viable
Case 48 - P5 C18-42513-34016.jpg,Non-Tumor
Case 48 - P5 C20-37287-24574.jpg,Viable
Case 48 - P5 C19-31003-6587.jpg,Viable
Case 48 - P5 C21-46100-29884.jpg,Non-Tumor
Case 48 - P5 C19-43378-18456.jpg,Viable
Case 48 - P5 C21-45909-8019.jpg,Viable
Case 48 - P5 C19-37421-11802.jpg,Viable
Case 48 - P5 C19-43954-23941.jpg,Viable
Case 48 - P5 C21-40791-19023.jpg,Viable
