Case 48 - P5 C15-13694-12591.jpg,Viable
Case 48 - P5 C16-36447-8166.jpg,viable: non-viable
Case 48 - P5 C13-34777-26855.jpg,Non-Tumor
Case 48 - P5 C14-41747-26404.jpg,Non-Tumor
Case 48 - P5 C14-29041-7944.jpg,Viable
Case 48 - P5 C17-26817-18603.jpg,Viable
Case 48 - P5 C15-29362-17739.jpg,viable: non-viable
Case 48 - P5 C14-34681-15663.jpg,Non-Tumor
Case 48 - P5 C15-23409-12305.jpg,Viable
Case 48 - P5 C14-35746-11580.jpg,viable: non-viable
Case 48 - P5 C16-31710-28486.jpg,Non-Tumor
Case 48 - P5 C15-14907-22432.jpg,Non-Tumor
Case 48 - P5 C15-18011-21615.jpg,Viable
Case 48 - P5 C15-33547-25747.jpg,viable: non-viable
Case 48 - P5 C15-16934-23981.jpg,Non-Tumor
Case 48 - P5 C14-37397-27331.jpg,Non-Tumor
Case 48 - P5 C14-32278-10661.jpg,Viable
Case 48 - P5 C15-36071-7035.jpg,viable: non-viable
Case 48 - P5 C15-25805-11251.jpg,Viable
Case 48 - P5 C14-24924-23750.jpg,Non-Tumor
Case 48 - P5 C15-17885-28625.jpg,Non-Tumor
Case 48 - P5 C16-12239-11981.jpg,Viable
Case 48 - P5 C14-39001-28941.jpg,Non-Tumor
Case 48 - P5 C14-39467-6941.jpg,Viable
Case 48 - P5 C14-42219-24715.jpg,Non-Tumor
Case 48 - P5 C16-25369-21517.jpg,Viable
Case 48 - P5 C17-19137-20611.jpg,Viable
Case 48 - P5 C14-34550-19673.jpg,Non-Tumor
Case 48 - P5 C16-20627-20759.jpg,Viable
Case 48 - P5 C16-14955-12886.jpg,Viable
zannotated,Non-Tumor
Case 48 - P5 C15-7821-18054.jpg,Non-Tumor
Case 48 - P5 C14-30314-23881.jpg,Non-Tumor
Case 48 - P5 C15-9871-11637.jpg,Viable
Case 48 - P5 C15-15457-16306.jpg,Viable
Case 48 - P5 C15-32744-24648.jpg,viable: non-viable
Case 48 - P5 C14-44612-17510.jpg,Non-Tumor
Case 48 - P5 C16-5406-13863.jpg,Non-Tumor
Case 48 - P5 C14-41089-9651.jpg,Viable
Case 48 - P5 C16-37581-7845.jpg,viable: non-viable
Case 48 - P5 C16-14238-13009.jpg,Viable
Case 48 - P5 C16-29805-9678.jpg,Viable
Case 48 - P5 C15-8356-11851.jpg,Non-Tumor
Case 48 - P5 C16-22496-8538.jpg,Viable
Case 48 - P5 C16-26938-16149.jpg,Viable
Case 48 - P5 C16-15926-10929.jpg,Viable
Case 48 - P5 C13-35186-4450.jpg,Viable
Case 48 - P5 C14-34559-25361.jpg,Non-Tumor
Case 48 - P5 C16-16775-22744.jpg,Non-Tumor
Case 48 - P5 C16-38254-8571.jpg,viable: non-viable
Case 48 - P5 C14-28814-14922.jpg,viable: non-viable
