Case 4 C28-33944-22211.jpg,Non-Tumor
Case 4 C27-36865-22443.jpg,viable: non-viable
Case 4 C21-45309-20604.jpg,Non-Tumor
Case 4 C22-30748-20982.jpg,Viable
Case 4 C24-30709-15038.jpg,Viable
Case 4 C22-44617-22886.jpg,Non-Tumor
Case 4 C21-44291-25760.jpg,Non-Tumor
Case 4 C24-31203-32244.jpg,Non-Viable-Tumor
Case 4 C22-29668-36352.jpg,Non-Tumor
Case 4 C22-29696-31650.jpg,Non-Tumor
Case 4 C22-43141-24748.jpg,Non-Viable-Tumor
Case 4 C27-30307-29497.jpg,Non-Viable-Tumor
Case 4 C24-32113-11600.jpg,Viable
Case 4 C27-37440-28310.jpg,Viable
Case 4 C24-30822-32457.jpg,Non-Viable-Tumor
Case 4 C27-37658-29791.jpg,Non-Viable-Tumor
Case 4 C24-41653-14996.jpg,Non-Tumor
Case 4 C22-39913-22780.jpg,Viable
Case 4 C22-45017-21723.jpg,Non-Tumor
Case 4 C27-40436-21740.jpg,Non-Viable-Tumor
Case 4 C21-43834-23094.jpg,Non-Tumor
Case 4 C22-36438-11846.jpg,Viable
Case 4 C28-31042-23166.jpg,Non-Tumor
Case 4 C24-31951-18510.jpg,Viable
Case 4 C24-36024-13005.jpg,viable: non-viable
Case 4 C27-34169-23534.jpg,Viable
Case 4 C27-33498-10849.jpg,viable: non-viable
Case 4 C28-34272-29721.jpg,Non-Viable-Tumor
Case 4 C24-37783-13734.jpg,Viable
Case 4 C27-45262-20988.jpg,Non-Tumor
Case 4 C24-36061-11151.jpg,Viable
Case 4 C24-38186-21797.jpg,Viable
Case 4 C24-32721-26127.jpg,Non-Viable-Tumor
Case 4 C27-37395-26388.jpg,Viable
Case 4 C22-42649-20389.jpg,Non-Tumor
Case 4 C22-39386-26786.jpg,Viable
Case 4 C27-42354-19379.jpg,Viable
Case 4 C22-26476-28003.jpg,Non-Tumor
Case 4 C28-39382-19351.jpg,viable: non-viable
Case 4 C27-32061-22260.jpg,Viable
Case 4 C22-43370-22832.jpg,Non-Tumor
Case 4 C24-37205-16940.jpg,Viable
Case 4 C28-36010-11166.jpg,Viable
Case 4 C27-32431-19828.jpg,Viable
Case 4 C22-38307-25291.jpg,Viable
Case 4 C24-37864-31739.jpg,Non-Viable-Tumor
Case 4 C28-36370-18227.jpg,Viable
Case 4 C21-42043-16377.jpg,Viable
Case 4 C27-45200-21938.jpg,Non-Tumor
Case 4 C28-35755-28991.jpg,Non-Viable-Tumor
