Case 4 C52-11233-29470.jpg,Non-Tumor
Case 4 C34-25269-6322.jpg,Viable
Case 48 - P5 C13-33179-15118.jpg,viable: non-viable
Case 4 C52-13339-30012.jpg,Non-Tumor
Case 4 C48-13927-22247.jpg,Non-Tumor
Case 4 C34-9715-14945.jpg,Non-Viable-Tumor
Case 4 C52-7119-24770.jpg,Non-Tumor
Case 4 C52-8069-17662.jpg,Non-Tumor
Case 4 C48-6884-30966.jpg,Non-Tumor
Case 4 C48-9825-35299.jpg,Non-Tumor
Case 48 - P5 C13-32186-28705.jpg,Non-Tumor
Case 4 C34-23917-10671.jpg,Viable
Case 4 C48-8509-22908.jpg,Non-Tumor
Case 4 C48-11401-19048.jpg,Non-Tumor
Case 4 C52-9452-34640.jpg,Non-Tumor
Case 4 C48-5806-29232.jpg,Non-Tumor
Case 4 C48-10054-9391.jpg,Non-Tumor
Case 48 - P5 C13-33772-6042.jpg,viable: non-viable
Case 4 C48-9864-11549.jpg,Non-Tumor
Case 48 - P5 C13-31534-14115.jpg,viable: non-viable
Case 4 C48-12897-21186.jpg,Non-Tumor
Case 4 C52-15553-8379.jpg,Non-Tumor
Case 4 C52-5072-27768.jpg,Non-Tumor
Case 4 C52-6011-11096.jpg,Non-Tumor
Case 4 C34-24821-20023.jpg,Viable
Case 48 - P5 C13-28480-4550.jpg,Viable
zannotated,Non-Tumor
Case 48 - P5 C13-30344-16782.jpg,Non-Tumor
Case 4 C48-11503-15470.jpg,Non-Tumor
Case 4 C34-23929-34222.jpg,Non-Viable-Tumor
Case 48 - P5 C13-25055-3867.jpg,viable: non-viable
Case 4 C34-28567-20375.jpg,Viable
Case 4 C34-22699-32728.jpg,Non-Viable-Tumor
Case 4 C52-18944-30575.jpg,Non-Tumor
Case 4 C34-21897-31957.jpg,Non-Viable-Tumor
Case 4 C34-26259-33892.jpg,Non-Viable-Tumor
Case 4 C48-13345-34577.jpg,Non-Tumor
Case 4 C52-3074-22909.jpg,Non-Tumor
Case 48 - P5 C13-31558-32206.jpg,Non-Tumor
Case 4 C52-14134-24972.jpg,Non-Tumor
Case 4 C34-25397-27112.jpg,Non-Viable-Tumor
Case 4 C34-27849-28579.jpg,Non-Viable-Tumor
Case 4 C52-15705-16485.jpg,Non-Tumor
Case 4 C48-8852-15092.jpg,Non-Tumor
Case 48 - P5 C13-33285-9932.jpg,viable: non-viable
Case 48 - P5 C13-33156-9373.jpg,Viable
Case 4 C34-28490-3882.jpg,Non-Viable-Tumor
Case 4 C48-7455-17146.jpg,Non-Tumor
Case 48 - P5 C13-24121-14200.jpg,Non-Viable-Tumor
Case 4 C48-11965-6215.jpg,Non-Tumor
Case 4 C52-9122-11470.jpg,Non-Tumor
