Case 48 - P5 C22-46689-25261.jpg,Viable
Case 48 - P5 C23-37654-23879.jpg,Viable
Case 48 - P5 C21-52961-18393.jpg,Viable
Case 48 - P5 C23-40661-11039.jpg,Non-Tumor
Case 48 - P5 C23-46530-30085.jpg,Non-Tumor
Case 48 - P5 C22-47843-3919.jpg,Viable
Case 48 - P5 C24-26818-12582.jpg,Non-Tumor
Case 48 - P5 C24-29276-10680.jpg,Non-Tumor
Case 48 - P5 C24-24437-18106.jpg,Non-Tumor
Case 48 - P5 C25-39181-21965.jpg,Non-Tumor
Case 48 - P5 C25-35701-21325.jpg,Non-Tumor
Case 48 - P5 C25-37421-34911.jpg,Non-Tumor
Case 48 - P5 C22-45824-16584.jpg,Viable
Case 48 - P5 C24-40142-14331.jpg,Non-Tumor
Case 48 - P5 C25-35044-30800.jpg,Non-Tumor
Case 48 - P5 C25-32201-30326.jpg,Non-Tumor
Case 48 - P5 C23-37489-18137.jpg,Viable
Case 48 - P5 C23-46857-10945.jpg,Non-Tumor
Case 48 - P5 C25-31139-13405.jpg,Non-Tumor
Case 48 - P5 C22-45517-9307.jpg,Viable
Case 48 - P5 C25-32661-30441.jpg,Non-Tumor
Case 48 - P5 C25-37498-35824.jpg,Non-Tumor
Case 48 - P5 C23-54011-19464.jpg,Viable
Case 48 - P5 C25-30163-25906.jpg,Non-Tumor
Case 48 - P5 C22-45260-4742.jpg,Viable
Case 48 - P5 C25-29797-38536.jpg,Non-Tumor
Case 48 - P5 C22-48383-3948.jpg,Viable
Case 48 - P5 C22-50594-23644.jpg,Non-Tumor
Case 48 - P5 C23-47543-18036.jpg,Viable
Case 48 - P5 C24-38091-32786.jpg,Non-Tumor
Case 48 - P5 C22-45776-7378.jpg,Viable
Case 48 - P5 C24-45358-16505.jpg,Non-Tumor
Case 48 - P5 C22-46134-22320.jpg,Viable
Case 48 - P5 C22-51881-12030.jpg,Viable
Case 48 - P5 C24-30259-11826.jpg,Non-Tumor
Case 48 - P5 C24-37333-35425.jpg,Non-Tumor
Case 48 - P5 C22-45202-17053.jpg,Viable
Case 48 - P5 C24-27657-16224.jpg,Non-Tumor
Case 48 - P5 C24-44425-22814.jpg,Non-Tumor
Case 48 - P5 C25-31766-30946.jpg,Non-Tumor
Case 48 - P5 C24-39421-35791.jpg,Non-Tumor
Case 48 - P5 C24-27048-31771.jpg,Non-Tumor
Case 48 - P5 C24-39614-21477.jpg,Non-Tumor
Case 48 - P5 C21-51030-28827.jpg,Non-Tumor
Case 48 - P5 C23-45260-15418.jpg,Viable
Case 48 - P5 C23-49586-9920.jpg,Viable
Case 48 - P5 C23-36214-9904.jpg,Viable
Case 48 - P5 C22-41496-16304.jpg,Viable
Case 48 - P5 C23-47339-30578.jpg,Non-Tumor
Case 48 - P5 C23-36139-19852.jpg,Viable
